id,instruction_number,instruction
6583311a51,12,"Serve with remaining green onions, bacon and cheese."
6583478196,1,Heat the chicken broth in a saucepan over medium heat; reduce the heat to low and cover the saucepan to keep hot.
6583478196,2,"In another saucepan, melt 1/3 cup butter over medium-low heat and add in onion and mushrooms and saute until tender, but not brown."
6583478196,3,Add in garlic and stir for about 2 minutes.
6583478196,4,Increase heat slightly and add in the rice; stir for 1 minute.
6583478196,5,"Slowly add in 1-1/2 cups hot broth with a ladle; boil gently, stirring until the broth is absorbed."
6583478196,6,"Add white wine, and stir until absorbed."
6583478196,7,"Add in another 1 cup broth, and stir until absorbed."
6583478196,8,Add in 1/2 cup broth at a time allowing the broth to absorb before adding in another 1/2 cup (do this until you have used up all of the broth) stirring frequently until the rice is tender and creamy (this should take between 25-30 minutes).
6583478196,9,Stir in 3 tablespoons butter and 1-1/4 cup grated Romano cheese; mix to combine.
6583478196,10,Season with salt and pepper.
6583478196,11,"Serve in a bowl, and sprinkle with chopped basil."
65836f36c7,1,"Cook pappardelle in salted boiling water for 10-12 minutes (or in accordance with package directions), drain."
65836f36c7,2,Place 1 portion of the lamb shanks in the pan and cook over high heat for 1 to 2 minutes or until warm.
65836f36c7,3,Return pasta to pan and toss with meat.
65836f36c7,4,"Plate up, sprinkle equal amounts of parsley, lemon zest and parmesan."
658372aca3,1,Bring everything EXCEPT JELLO to a rolling boil.
658372aca3,2,Stir constantly.
658372aca3,3,Boil hard for 5 minutes.
658372aca3,4,Lower heat some.
658372aca3,5,Add Jello and stir until dissolved.
658372aca3,6,Pour into 5 sterilized pint jars.
658372aca3,7,Note: I prefer a smoother jam so I use my hand blender to get rid of some of the bulk.
658372aca3,8,Some people prefer a chunky jam.
658372aca3,9,I usually store it in my fridge but for a short time I'm sure sealed jars would be fine.
658372aca3,10,It never lasts long enough at our house.
65839af429,1,"Combine flour, baking powder and salt."
65839af429,2,Beat peanut butter and butter until fluffy.
65839af429,3,Add both sugars and beat until light.
65839af429,4,"Add egg, beat 3 minutes."
65839af429,5,Add vanilla.
65839af429,6,"Stir in dry ingredients, then add milk and beat thoroughly."
65839af429,7,"Fold in chips, nuts, then chopped peanut butter cups."
65839af429,8,Drop by 2 Tbsp clumps on ungreased baking sheet.
65839af429,9,Bake at 375 for 10-12 minutes.
6583ab32c8,1,"In a large bowl mix together sourcream, mayo, parmesan cheese, milk, and dijon mustard."
6583ab32c8,2,Add salt and pepper to taste.
6583ab32c8,3,"Add hot pasta, salmon, broccoli, red peppers, and green onions; mix till fully blended."
6583ab32c8,4,"Place salmon mixture in a 2 quart baking dish, cover, and bake at 350* for 40-45 minutes or until hot and bubbly."
6583f0b663,1,Pre-Heat oven to 170C degrees.
6583f0b663,2,Sift flour and sugar into a mixing bowl.
6583f0b663,3,Rub 250gm butter into flour/sugar until nicely ditributed.
6583f0b663,4,"Add rose water, and water and knead to a dough."
6583f0b663,5,Rest it for 30 minutes.
6583f0b663,6,"Meanwhile, chop the dates and heat with the 2TBS butter till nice and soft."
6583f0b663,7,Roll the dough into little balls in your hand and fill with a small amount of date filling and then close it up.
6583f0b663,8,"Bake for 30-35 minutes, and let them cool on the tray."
658408ed8c,1,PARMESAN BASKETS:.
658408ed8c,2,Preheat oven to 325 degrees F.
658408ed8c,3,Place a mounded tablespoon of grated cheese onto a non-stick cookie sheet or Silpat; pat gently into a 2-inch circle.
658408ed8c,4,"Repeat with remaining cheese, allowing 1 - 2 inches between circles."
658408ed8c,5,Bake one cookie sheet at a time in the oven for 4 to 5 minutes or until bubbly and lightly golden.
658408ed8c,6,Cool on cookie sheet about 1 minute.
658408ed8c,7,Remove with a spatula and gently drape over inverted 1-3/4-inch muffin tins or press each one into the hollow of a clean empty egg carton.
658408ed8c,8,They may be made ahead of time and covered at room temperature.
658408ed8c,9,GOAT CHEESE MOUSSE:.
658408ed8c,10,Blend all ingredients together until smooth.
658408ed8c,11,This may be refrigerated up to 2 days before serving.
658408ed8c,12,"To serve, carefully spoon the mousse into the parmesan baskets or fill a pastry bag with the mousse and pipe it into the baskets."
658408ed8c,13,Garnish with minced thyme.
65841868af,1,For the Mushroom-Herb Rub: Grind all rub ingredients to a powder in a small electric spice mill (makes about 3 Tb).
65841868af,2,"For the piperade: Heat the oil in a large, heavy skillet over medium heat."
65841868af,3,"Add the ham and cook, stirring occasionally, until lightly browned, about 4 minutes."
65841868af,4,"Sitr in the onions, season lightly with salt and pepper, and cook until softened and lightly browned, about 8 minutes."
65841868af,5,Stir in the red and yellow peppers and season them lightly with salt.
65841868af,6,"Adjust the heat to medium-low and cook, stirring often, until they are very tender and sweet, about 30 minutes."
65841868af,7,The piperade can be made several hours in advance and reheated over low heat.
65841868af,8,"For the chicken: To smoke the chicken, pat the chicken breasts dry with paper towels."
65841868af,9,"Massage the herb rub into both sides of the breasts, dividing the rub evenly."
65841868af,10,Set up the smoker using the wood chips and smoke the chicken breasts according to the directions in Recipe #293665 293665.
65841868af,11,Reheat the piperade if necessary.
65841868af,12,Serve the chicken nestled into a bed of piperade.
65842252d0,1,Preheat the oven to 375F.
65842252d0,2,Lightly grease an oblong 9 x 11 baking pan or coat with cooking spray.
65842252d0,3,"In a large mixing bowl, combine cornmeal, salt, sugar, and baking soda."
65842252d0,4,"Stir in cheese, corn, jalapenos, buttermilk and eggs, just enough to blend."
65842252d0,5,Stir in the melted butter.
65842252d0,6,"Pour the batter into the pan and bake for 30-35 minutes, or until the cornbread is golden and an inserted toothpick comes out clean."
65842252d0,7,Remove from oven and let cool in pan 15 minutes then cool on wire rack.
65844a55d9,1,Peel the very ripe avocado -- the softer ones work better for this.
65844a55d9,2,Place everything in a food processor and run until smooth.
65844a55d9,3,"If you have a sweetener in the yogurt you may skip the added sugar, or use stevia to make this sugar free."
65844a55d9,4,"I use stevia, but this is the original recipe."
6584532469,1,"After your fish is totally cleaned, place it in a large baking pan and score it with a knife on each side, making three lines or incisions on its body."
6584532469,2,You can make it fancy and do another 3 lines the cross way if you're in a Jaques Pepin kinda mood.
6584532469,3,"Season it generously with salt, pepper, and oregano, especially inside the gutted slit and on the side incisions."
6584532469,4,You may also add some garlic or slices in the belly and the incisions.
6584532469,5,Place the fish exactly in the middle of the pan.
6584532469,6,"Around it, add the potatoes,onions and tomatoes in a row, alternating one after the other."
6584532469,7,"Season those as well, with salt, pepper, parsley and lots of oregano."
6584532469,8,Place any leftovers inside the belly of the fish.
6584532469,9,Drizzle the food with the juice of one and a half lemons.
6584532469,10,"Add the olive oil, evenly coating all ingredients."
6584532469,11,Add 1/2 cup water.
6584532469,12,Place in a 375 to 400 degree oven and cook until potatoes are tender for about 45 minutes to an hour.
6584532469,13,You may even foil it first for about half the time.
6584532469,14,The sauce shouldn't be too thick or too watery.
6584532469,15,The fish and potatoes should be a bit crisp and brown on their surfaces.
6584532469,16,Add more lemon if desired.
658460f541,1,Wash lemons very well (don't use any coated in wax).
658460f541,2,Put in a bowl and pour over boiling water.
658460f541,3,Leave for 30 seconds or so.
658460f541,4,"Remove, cool, and cut into quarters, lengthwise."
658460f541,5,Put a 1/4 - 1/2 inch layer of coarse salt in the bottom of your jar (or 2 smaller jars).
658460f541,6,Pack in the lemon quarters.
658460f541,7,"To each jar add the cinnamon sticks, coriander seeds and cloves, decoratively, and add a red chilli pepper to each bottle."
658460f541,8,Layer with another 1/4 inch of coarse salt.
658460f541,9,Fill the jar with oil -- you could use sunflower or any oil which has a neutral flavour.
658460f541,10,"Close jars tightly, and leave to stand in a cool place -- but not in the fridge -- for about 3 weeks."
658460f541,11,Rinse off the salt before using.
658460f541,12,Uses:.
658460f541,13,"Chop finely to use in chicken dishes, especially if there are olives in the dish;."
658460f541,14,Stuff a chicken with pickled lemon quarters before roasting.
658460f541,15,Put a roast for the oven (leg of lamb is ideal) on a layer of lemons.
658460f541,16,"Slice and chop very finely, add fresh chopped coriander leaves, parsley or fresh basil and add some virgin olive oil, as a sauce for fish fillets."
6584747a45,1,Make pizza dough and let rise.
6584747a45,2,Partially cook the dough in a 425 Deg.
6584747a45,3,oven for 6-8 minute.
6584747a45,4,(I like to use parchment paper on a pizza stone.
6584747a45,5,).
6584747a45,6,"In a large skillet, heat olive oil."
6584747a45,7,Add onion and cook for a few minutes till opaque.
6584747a45,8,"Add garlic and parsley, cook a few minutes more."
6584747a45,9,Put tomatoes through a blender and add to the skillet.
6584747a45,10,"Add tomato paste, sugar, salt, pepper, pepper flakes and oregano."
6584747a45,11,"Bring to a boil, turn down to simmer for at least half an hour."
6584747a45,12,More if you have time.
6584747a45,13,Remove from stove and cool.
6584747a45,14,"While the sauce is simmering, cook sausage in a different skillet."
6584747a45,15,Take it out of the casing and break it up to brown.
6584747a45,16,Spread the sauce evenly over the partially cooked pizza dough.
6584747a45,17,Sprinkle the sausage over the sauce on the dough.
6584747a45,18,"Add the olives, mushrooms, red pepper, Mozzarella, and Provolone cheese over the sausage and sauce."
6584747a45,19,Place the pepperoni over the top and add the Parmesan cheese.
6584747a45,20,Bake at 425 Deg.
6584747a45,21,for approximately 12-15 minute.
6584747a45,22,Until the cheese is melted and the dough has finished cooking.
658486e75f,1,"Cook and set aside chicken, or open package of cooked chicken and set aside."
658486e75f,2,"In a medium large pot, heat oil and brown ground beef."
658486e75f,3,Add sausage and heat through.
658486e75f,4,Add chicken to the beef and sausage mixture and cook for a couple of minutes.
658486e75f,5,"Add bay leaves, both jars of salsa, beans, spices, sugar and ketchup."
658486e75f,6,Cover and simmer for an hour or so.
658486e75f,7,Enjoy!
65849ffb97,1,Sprinkle gelatin over water in a small bowl.
65849ffb97,2,Stir and let stand for 5 minutes.
65849ffb97,3,Combine half & half and sugar in a medium saucepan.
65849ffb97,4,Warm over medium heat until it simmers.
65849ffb97,5,"Remove from heat, add gelatin mixture, and stir until the gelatin is dissolved and the mixture is smooth."
65849ffb97,6,"Set aside and cool, approximately 45 minutes."
65849ffb97,7,"Stir buttermilk, yogurt, grated orange rind, vanilla and salt into the cream mixture."
65849ffb97,8,Pour into 6 custard cups or ramekins (spray bottom of cups with Pam).
65849ffb97,9,Refrigerate for at least 3 hours until panna cotta sets.
65849ffb97,10,Run a thin knife around the edges and set each ramekin in hot water for 1 minute to loosen the gel.
65849ffb97,11,Place a plate on top of each ramekin and invert to allow the panna cotta to settle onto the plate.
65849ffb97,12,"SAUCE: Combine sugar, cornstarch, salt and cardamom into a small saucepan."
65849ffb97,13,Whisk to combine.
65849ffb97,14,"Add watermelon puree, raspberries and lemon juice."
65849ffb97,15,Stir to combine.
65849ffb97,16,"Heat over medium heat, whisking until thick."
65849ffb97,17,Do not boil.
65849ffb97,18,Remove from heat and let cool.
65849ffb97,19,You may pass liquified berries through a fine sieve to remove seeds.
65849ffb97,20,Pour sauce over panna cotta and serve.
6584a5ae14,1,"Cut mangoes, pineapple, red bell pepper, and red onion into 1/4-inch cubes."
6584a5ae14,2,Combine all ingredients in a large bowl.
6584a5ae14,3,Cover and refrigerate for several hours before serving.
6584d40571,1,Mix all ingredients in saucepan and cook on medium high heat.
6584d40571,2,Stir until mixture begins to bubble and turn caramel brown but avoid burning.
6584d40571,3,Pour hot caramel into 1 1/2 quart baking dish.
6584d40571,4,Roll dish to coat sides.
6584f2a758,1,Combine first 5 ingredients; stir well.
6584f2a758,2,Cut in shortening with a pastry blender until mixture looks like coarse meal.
6584f2a758,3,"Place in an airtight container, store in a cool dry place, or fridge, up to 6 weeks."
